0.00000000e+000	0.00000000e+000	
6.67111408e-003	9.76017398e-006	
1.33422282e-002	1.95200578e-005	
2.00133422e-002	2.92797372e-005	
2.66844563e-002	3.90394165e-005	
3.33555704e-002	4.87990959e-005	
4.00266845e-002	5.85587753e-005	
4.66977985e-002	6.83184546e-005	
5.33689126e-002	7.80781340e-005	
6.00400267e-002	8.78378134e-005	
6.67111408e-002	9.75974927e-005	
7.33822548e-002	1.07357172e-004	
8.00533689e-002	1.17136818e-004	
8.67244830e-002	1.26923325e-004	
9.33955971e-002	1.36709832e-004	
1.00066711e-001	1.46496339e-004	
1.06737825e-001	1.56282846e-004	
1.13408939e-001	1.66069354e-004	
1.20080053e-001	1.75855861e-004	
1.26751167e-001	1.85642368e-004	
1.33422282e-001	1.95434903e-004	
1.40093396e-001	2.05244124e-004	
1.46764510e-001	2.15053346e-004	
1.53435624e-001	2.24862567e-004	
1.60106738e-001	2.34671789e-004	
1.66777852e-001	2.44481011e-004	
1.73448966e-001	2.54293297e-004	
1.80120080e-001	2.64116988e-004	
1.86791194e-001	2.73940678e-004	
1.93462308e-001	2.83764368e-004	
2.00133422e-001	2.93588058e-004	
2.06804536e-001	3.03411749e-004	
2.13475650e-001	3.13235439e-004	
2.20146765e-001	3.23059129e-004	
2.26817879e-001	3.32882819e-004	
2.33488993e-001	3.42732086e-004	
2.40160107e-001	3.52647261e-004	
2.46831221e-001	3.62562436e-004	
2.53502335e-001	3.72477612e-004	
2.60173449e-001	3.82392787e-004	
2.66844563e-001	3.92307963e-004	
2.73515677e-001	4.02223138e-004	
2.80186791e-001	4.12138314e-004	
2.86857905e-001	4.22023424e-004	
2.93529019e-001	4.31907799e-004	
3.00200133e-001	4.41792173e-004	
3.06871247e-001	4.51783283e-004	
3.13542362e-001	4.61786707e-004	
3.20213476e-001	4.71790131e-004	
3.26884590e-001	4.81793556e-004	
3.33555704e-001	4.91796980e-004	
3.40226818e-001	5.01800404e-004	
3.46897932e-001	5.11803828e-004	
3.53569046e-001	5.21807253e-004	
3.60240160e-001	5.31810677e-004	
3.66911274e-001	5.41814101e-004	
3.73582388e-001	5.51817525e-004	
3.80253502e-001	5.61830591e-004	
3.86924616e-001	5.71858177e-004	
3.93595730e-001	5.81885764e-004	
4.00266845e-001	5.91913350e-004	
4.06937959e-001	6.01940936e-004	
4.13609073e-001	6.11968523e-004	
4.20280187e-001	6.21996109e-004	
4.26951301e-001	6.32134033e-004	
4.33622415e-001	6.42380234e-004	
4.40293529e-001	6.52626435e-004	
4.46964643e-001	6.62872636e-004	
4.53635757e-001	6.73118837e-004	
4.60306871e-001	6.83365038e-004	
4.66977985e-001	6.93611239e-004	
4.73649099e-001	7.03857441e-004	
4.80320213e-001	7.14103642e-004	
4.86991328e-001	7.24349843e-004	
4.93662442e-001	7.34596295e-004	
5.00333556e-001	7.44842917e-004	
5.07004670e-001	7.55089538e-004	
5.13675784e-001	7.65394830e-004	
5.20346898e-001	7.75729630e-004	
5.27018012e-001	7.86064430e-004	
5.33689126e-001	7.96399231e-004	
5.40360240e-001	8.06734031e-004	
